<<<<<<< Updated upstream
,Sensor Statistics,Execution Time
Query Execution Time (seconds),,0.0
=======
_id,battery_data,recording_id,sensor_location
User1-220617-Bag_Battery,"{'timestamp': 1498128071183, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128161530, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128290466, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128467425, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128595685, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128655744, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128671183, 'battery_level': 94, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128683476, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128772579, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128895713, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498128955775, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129082592, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129195762, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129271187, 'battery_level': 93, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129495642, 'battery_level': 92, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129555637, 'battery_level': 92, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129836709, 'battery_level': 92, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129871201, 'battery_level': 92, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498129999062, 'battery_level': 92, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130313924, 'battery_level': 92, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130400931, 'battery_level': 92, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130460970, 'battery_level': 92, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130471182, 'battery_level': 92, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130548437, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130609344, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130700899, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498130760960, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131061309, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131071184, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131301002, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131361057, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131525540, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131601121, 'battery_level': 91, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131641308, 'battery_level': 90, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131671187, 'battery_level': 90, 'temperature': 25.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131901153, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498131961220, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132021282, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132201184, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132261285, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132271184, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132331256, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132410085, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132501152, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132801124, 'battery_level': 90, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132803155, 'battery_level': 89, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132863218, 'battery_level': 89, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132871189, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498132931250, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133101282, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133161341, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133221402, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133405443, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133465503, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133471185, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133701284, 'battery_level': 89, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498133914953, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134001196, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134061258, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134071186, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134131246, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134191310, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134303136, 'battery_level': 88, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134671187, 'battery_level': 88, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134796340, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498134871373, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135080965, 'battery_level': 87, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135141023, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135201090, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135271181, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135381386, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135441411, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135501467, 'battery_level': 87, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135517520, 'battery_level': 86, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135613474, 'battery_level': 86, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135686271, 'battery_level': 86, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135746343, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135861634, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135871181, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498135986150, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136046205, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136164032, 'battery_level': 86, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136338793, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136470312, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136471186, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136591393, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136651458, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136898473, 'battery_level': 85, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498136958515, 'battery_level': 85, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137018574, 'battery_level': 85, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137071183, 'battery_level': 85, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137220219, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137400386, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137491494, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137611616, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137671182, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137851550, 'battery_level': 84, 'temperature': 26.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498137971674, 'battery_level': 84, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138095009, 'battery_level': 84, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138215066, 'battery_level': 84, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138271184, 'battery_level': 84, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138382075, 'battery_level': 83, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138442122, 'battery_level': 83, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138502185, 'battery_level': 83, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138692646, 'battery_level': 83, 'temperature': 27.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138752704, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138812775, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138871184, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498138991746, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139183367, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139291649, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139351713, 'battery_level': 83, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139363670, 'battery_level': 82, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139471209, 'battery_level': 82, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139593833, 'battery_level': 82, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139713945, 'battery_level': 82, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139785538, 'battery_level': 82, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498139940543, 'battery_level': 82, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140000607, 'battery_level': 82, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140054739, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140071187, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140131258, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140240544, 'battery_level': 81, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140300604, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140442161, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140545601, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140605663, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140671184, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140731243, 'battery_level': 81, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140775894, 'battery_level': 80, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498140901425, 'battery_level': 80, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141189572, 'battery_level': 80, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141249631, 'battery_level': 80, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141271189, 'battery_level': 80, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141331250, 'battery_level': 80, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141491584, 'battery_level': 80, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141537129, 'battery_level': 79, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141597138, 'battery_level': 79, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141812644, 'battery_level': 79, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498141931244, 'battery_level': 79, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142198176, 'battery_level': 78, 'temperature': 31.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142258216, 'battery_level': 78, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142471200, 'battery_level': 78, 'temperature': 31.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142598435, 'battery_level': 78, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142839474, 'battery_level': 78, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142859252, 'battery_level': 77, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142919269, 'battery_level': 77, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498142979323, 'battery_level': 77, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143071185, 'battery_level': 77, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143480214, 'battery_level': 76, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143671181, 'battery_level': 76, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143731243, 'battery_level': 76, 'temperature': 30.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143859630, 'battery_level': 76, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498143919674, 'battery_level': 76, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144067495, 'battery_level': 76, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144161302, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144221350, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144271186, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144430990, 'battery_level': 75, 'temperature': 29.0}",User1-220617,bag
User1-220617-Bag_Battery,"{'timestamp': 1498144491036, 'battery_level': 75, 'temperature': 28.0}",User1-220617,bag
