timestamp,x,y,z
149742649590000,0.0,0.0,0.0
149742649591000,0.0,0.0,0.0
149742649592000,0.0,0.0,0.0
149742649593000,0.0,0.0,0.0
149742649594000,0.0,0.0,0.0
149742649595000,0.0,0.0,0.0
149742649596000,0.0,0.0,0.0
149742649597000,0.0,0.0,0.0
149742649598000,0.0,0.0,0.0
149742649599000,0.0,0.0,0.0
149742649600000,0.0,0.0,0.0
149742649601000,0.0,0.0,0.0
149742649602000,0.0,0.0,0.0
149742649603000,0.0,0.0,0.0
149742649604000,0.0,0.0,0.0
149742649605000,0.0,0.0,0.0
149742649606000,0.0,0.0,0.0
149742649607000,0.0,0.0,0.0
149742649608000,0.0,0.0,0.0
149742649609000,0.0,0.0,0.0
149742649610000,0.0,0.0,0.0
149742649611000,0.0,0.0,0.0
149742649612000,0.0,0.0,0.0
149742649613000,0.0,0.0,0.0
149742649614000,0.0,0.0,0.0
149742649615000,0.0,0.0,0.0
149742649616000,0.0,0.0,0.0
149742649617000,0.0,0.0,0.0
149742649618000,0.0,0.0,0.0
149742649619000,0.0,0.0,0.0
149742649620000,0.0,0.0,0.0
149742649621000,0.0,0.0,0.0
149742649622000,0.0,0.0,0.0
149742649623000,0.0,0.0,0.0
149742649624000,0.0,0.0,0.0
149742649625000,0.0,0.0,0.0
149742649626000,0.0,0.0,0.0
149742649627000,0.0,0.0,0.0
149742649628000,0.0,0.0,0.0
149742649629000,0.0,0.0,0.0
149742649630000,0.0,0.0,0.0
149742649631000,0.0,0.0,0.0
149742649632000,0.0,0.0,0.0
149742649633000,0.0,0.0,0.0
149742649634000,0.0,0.0,0.0
149742649635000,0.0,0.0,0.0
149742649636000,0.0,0.0,0.0
149742649637000,0.0,0.0,0.0
149742649638000,0.0,0.0,0.0
149742649639000,0.0,0.0,0.0
149742649640000,0.0,0.0,0.0
149742649641000,0.0,0.0,0.0
149742649642000,0.0,0.0,0.0
149742649643000,0.0,0.0,0.0
149742649644000,0.0,0.0,0.0
149742649645000,0.0,0.0,0.0
149742649646000,0.0,0.0,0.0
149742649647000,0.0,0.0,0.0
149742649648000,0.0,0.0,0.0
149742649649000,0.0,0.0,0.0
149742649650000,0.0,0.0,0.0
149742649651000,0.0,0.0,0.0
149742649652000,0.0,0.0,0.0
149742649653000,0.0,0.0,0.0
149742649654000,0.0,0.0,0.0
149742649655000,0.0,0.0,0.0
149742649656000,0.0,0.0,0.0
149742649657000,0.0,0.0,0.0
149742649658000,0.0,0.0,0.0
149742649659000,0.0,0.0,0.0
149742649660000,0.0,0.0,0.0
149742649661000,0.0,0.0,0.0
149742649662000,0.0,0.0,0.0
149742649663000,0.0,0.0,0.0
149742649664000,0.0,0.0,0.0
149742649665000,0.0,0.0,0.0
149742649666000,0.0,0.0,0.0
149742649667000,0.0,0.0,0.0
149742649668000,0.0,0.0,0.0
149742649669000,0.0,0.0,0.0
149742649670000,0.0,0.0,0.0
149742649671000,0.0,0.0,0.0
149742649672000,0.0,0.0,0.0
149742649673000,0.0,0.0,0.0
149742649674000,0.0,0.0,0.0
149742649675000,0.0,0.0,0.0
149742649676000,0.0,0.0,0.0
149742649677000,0.0,0.0,0.0
149742649678000,0.0,0.0,0.0
149742649679000,0.0,0.0,0.0
149742649680000,0.0,0.0,0.0
149742649681000,0.0,0.0,0.0
149742649682000,0.0,0.0,0.0
149742649683000,0.0,0.0,0.0
149742649684000,0.0,0.0,0.0
149742649685000,0.0,0.0,0.0
149742649686000,0.0,0.0,0.0
149742649687000,0.0,0.0,0.0
149742649688000,0.0,0.0,0.0
149742649689000,0.0,0.0,0.0
149742649690000,0.0,0.0,0.0
149742649691000,0.0,0.0,0.0
149742649692000,0.0,0.0,0.0
149742649693000,0.0,0.0,0.0
149742649694000,0.0,0.0,0.0
149742649695000,0.0,0.0,0.0
149742649696000,0.0,0.0,0.0
149742649697000,0.0,0.0,0.0
149742649698000,0.0,0.0,0.0
149742649699000,0.0,0.0,0.0
149742649700000,0.0,0.0,0.0
149742649701000,0.0,0.0,0.0
149742649702000,0.0,0.0,0.0
149742649703000,0.0,0.0,0.0
149742649704000,0.0,0.0,0.0
149742649705000,0.0,0.0,0.0
149742649706000,0.0,0.0,0.0
149742649707000,0.0,0.0,0.0
149742649708000,0.0,0.0,0.0
149742649709000,0.0,0.0,0.0
149742649710000,0.0,0.0,0.0
149742649711000,0.0,0.0,0.0
149742649712000,0.0,0.0,0.0
149742649713000,0.0,0.0,0.0
149742649714000,0.0,0.0,0.0
149742649715000,0.0,0.0,0.0
149742649716000,0.0,0.0,0.0
149742649717000,0.0,0.0,0.0
149742649718000,0.0,0.0,0.0
149742649719000,0.0,0.0,0.0
149742649720000,0.0,0.0,0.0
149742649721000,0.0,0.0,0.0
149742649722000,0.0,0.0,0.0
149742649723000,0.0,0.0,0.0
149742649724000,0.0,0.0,0.0
149742649725000,0.0,0.0,0.0
149742649726000,0.0,0.0,0.0
149742649727000,0.0,0.0,0.0
149742649728000,0.0,0.0,0.0
149742649729000,0.0,0.0,0.0
149742649730000,0.0,0.0,0.0
149742649731000,0.0,0.0,0.0
149742649732000,0.0,0.0,0.0
149742649733000,0.0,0.0,0.0
149742649734000,0.0,0.0,0.0
149742649735000,0.0,0.0,0.0
149742649736000,0.0,0.0,0.0
149742649737000,0.0,0.0,0.0
149742649738000,0.0,0.0,0.0
149742649739000,0.0,0.0,0.0
149742649740000,0.0,0.0,0.0
149742649741000,0.0,0.0,0.0
149742649742000,0.0,0.0,0.0
149742649743000,0.0,0.0,0.0
149742649744000,0.0,0.0,0.0
149742649745000,0.0,0.0,0.0
149742649746000,0.0,0.0,0.0
149742649747000,0.0,0.0,0.0
149742649748000,0.0,0.0,0.0
149742649749000,0.0,0.0,0.0
149742649750000,0.0,0.0,0.0
149742649751000,0.0,0.0,0.0
149742649752000,0.0,0.0,0.0
149742649753000,0.0,0.0,0.0
149742649754000,0.0,0.0,0.0
149742649755000,0.0,0.0,0.0
149742649756000,0.0,0.0,0.0
149742649757000,0.0,0.0,0.0
149742649758000,0.0,0.0,0.0
149742649759000,0.0,0.0,0.0
149742649760000,0.0,0.0,0.0
149742649761000,0.0,0.0,0.0
149742649762000,0.0,0.0,0.0
149742649763000,0.0,0.0,0.0
149742649764000,0.0,0.0,0.0
149742649765000,0.0,0.0,0.0
149742649766000,0.0,0.0,0.0
149742649767000,0.0,0.0,0.0
149742649768000,0.0,0.0,0.0
149742649769000,0.0,0.0,0.0
149742649770000,0.0,0.0,0.0
149742649771000,0.0,0.0,0.0
149742649772000,0.0,0.0,0.0
149742649773000,0.0,0.0,0.0
149742649774000,0.0,0.0,0.0
149742649775000,0.0,0.0,0.0
149742649776000,0.0,0.0,0.0
149742649777000,0.0,0.0,0.0
149742649778000,0.0,0.0,0.0
149742649779000,0.0,0.0,0.0
149742649780000,0.0,0.0,0.0
149742649781000,0.0,0.0,0.0
149742649782000,0.0,0.0,0.0
149742649783000,0.0,0.0,0.0
149742649784000,0.0,0.0,0.0
149742649785000,0.0,0.0,0.0
149742649786000,0.0,0.0,0.0
149742649787000,0.0,0.0,0.0
149742649788000,0.0,0.0,0.0
149742649789000,0.0,0.0,0.0
149742649790000,0.0,0.0,0.0
149742649791000,0.0,0.0,0.0
149742649792000,0.0,0.0,0.0
149742649793000,0.0,0.0,0.0
149742649794000,0.0,0.0,0.0
149742649795000,0.0,0.0,0.0
149742649796000,0.0,0.0,0.0
149742649797000,0.0,0.0,0.0
149742649798000,0.0,0.0,0.0
149742649799000,0.0,0.0,0.0
149742649800000,0.0,0.0,0.0
149742649801000,0.0,0.0,0.0
149742649802000,0.0,0.0,0.0
149742649803000,0.0,0.0,0.0
149742649804000,0.0,0.0,0.0
149742649805000,0.0,0.0,0.0
149742649806000,0.0,0.0,0.0
149742649807000,0.0,0.0,0.0
149742649808000,0.0,0.0,0.0
149742649809000,0.0,0.0,0.0
149742649810000,0.0,0.0,0.0
149742649811000,0.0,0.0,0.0
149742649812000,0.0,0.0,0.0
149742649813000,0.0,0.0,0.0
149742649814000,0.0,0.0,0.0
149742649815000,0.0,0.0,0.0
149742649816000,0.0,0.0,0.0
149742649817000,0.0,0.0,0.0
149742649818000,0.0,0.0,0.0
149742649819000,0.0,0.0,0.0
149742649820000,0.0,0.0,0.0
149742649821000,0.0,0.0,0.0
149742649822000,0.0,0.0,0.0
149742649823000,0.0,0.0,0.0
149742649824000,0.0,0.0,0.0
149742649825000,0.0,0.0,0.0
149742649826000,0.0,0.0,0.0
149742649827000,0.0,0.0,0.0
149742649828000,0.0,0.0,0.0
149742649829000,0.0,0.0,0.0
149742649830000,0.0,0.0,0.0
149742649831000,0.0,0.0,0.0
149742649832000,0.0,0.0,0.0
149742649833000,0.0,0.0,0.0
149742649834000,0.0,0.0,0.0
149742649835000,0.0,0.0,0.0
149742649836000,0.0,0.0,0.0
149742649837000,0.0,0.0,0.0
149742649838000,0.0,0.0,0.0
149742649839000,0.0,0.0,0.0
149742649840000,0.0,0.0,0.0
149742649841000,0.0,0.0,0.0
149742649842000,0.0,0.0,0.0
149742649843000,0.0,0.0,0.0
149742649844000,0.0,0.0,0.0
149742649845000,0.0,0.0,0.0
149742649846000,0.0,0.0,0.0
149742649847000,0.0,0.0,0.0
149742649848000,0.0,0.0,0.0
149742649849000,0.0,0.0,0.0
149742649850000,0.0,0.0,0.0
149742649851000,0.0,0.0,0.0
149742649852000,0.0,0.0,0.0
149742649853000,0.0,0.0,0.0
149742649854000,0.0,0.0,0.0
149742649855000,0.0,0.0,0.0
149742649856000,0.0,0.0,0.0
149742649857000,0.0,0.0,0.0
149742649858000,0.0,0.0,0.0
149742649859000,0.0,0.0,0.0
149742649860000,0.0,0.0,0.0
149742649861000,0.0,0.0,0.0
149742649862000,0.0,0.0,0.0
149742649863000,0.0,0.0,0.0
149742649864000,0.0,0.0,0.0
149742649865000,0.0,0.0,0.0
149742649866000,0.0,0.0,0.0
149742649867000,0.0,0.0,0.0
149742649868000,0.0,0.0,0.0
149742649869000,0.0,0.0,0.0
149742649870000,0.0,0.0,0.0
149742649871000,0.0,0.0,0.0
149742649872000,0.0,0.0,0.0
149742649873000,0.0,0.0,0.0
149742649874000,0.0,0.0,0.0
149742649875000,0.0,0.0,0.0
149742649876000,0.0,0.0,0.0
149742649877000,0.0,0.0,0.0
149742649878000,0.0,0.0,0.0
149742649879000,0.0,0.0,0.0
149742649880000,0.0,0.0,0.0
149742649881000,0.0,0.0,0.0
149742649882000,0.0,0.0,0.0
149742649883000,0.0,0.0,0.0
149742649884000,0.0,0.0,0.0
149742649885000,0.0,0.0,0.0
149742649886000,0.0,0.0,0.0
149742649887000,0.0,0.0,0.0
149742649888000,0.0,0.0,0.0
149742649889000,0.0,0.0,0.0
149742649890000,0.0,0.0,0.0
149742649891000,0.0,0.0,0.0
149742649892000,0.0,0.0,0.0
149742649893000,0.0,0.0,0.0
149742649894000,0.0,0.0,0.0
149742649895000,0.0,0.0,0.0
149742649896000,0.0,0.0,0.0
149742649897000,0.0,0.0,0.0
149742649898000,0.0,0.0,0.0
149742649899000,0.0,0.0,0.0
149742649900000,0.0,0.0,0.0
149742649901000,0.0,0.0,0.0
149742649902000,0.0,0.0,0.0
149742649903000,0.0,0.0,0.0
149742649904000,0.0,0.0,0.0
149742649905000,0.0,0.0,0.0
149742649906000,0.0,0.0,0.0
149742649907000,0.0,0.0,0.0
149742649908000,0.0,0.0,0.0
149742649909000,0.0,0.0,0.0
149742649910000,0.0,0.0,0.0
149742649911000,0.0,0.0,0.0
149742649912000,0.0,0.0,0.0
149742649913000,0.0,0.0,0.0
149742649914000,0.0,0.0,0.0
149742649915000,0.0,0.0,0.0
149742649916000,0.0,0.0,0.0
149742649917000,0.0,0.0,0.0
149742649918000,0.0,0.0,0.0
149742649919000,0.0,0.0,0.0
149742649920000,0.0,0.0,0.0
149742649921000,0.0,0.0,0.0
149742649922000,0.0,0.0,0.0
149742649923000,0.0,0.0,0.0
149742649924000,0.0,0.0,0.0
149742649925000,0.0,0.0,0.0
149742649926000,0.0,0.0,0.0
149742649927000,0.0,0.0,0.0
149742649928000,0.0,0.0,0.0
149742649929000,0.0,0.0,0.0
149742649930000,0.0,0.0,0.0
149742649931000,0.0,0.0,0.0
149742649932000,0.0,0.0,0.0
149742649933000,0.0,0.0,0.0
149742649934000,0.0,0.0,0.0
149742649935000,0.0,0.0,0.0
149742649936000,0.0,0.0,0.0
149742649937000,0.0,0.0,0.0
149742649938000,0.0,0.0,0.0
149742649939000,0.0,0.0,0.0
149742649940000,0.0,0.0,0.0
149742649941000,0.0,0.0,0.0
149742649942000,0.0,0.0,0.0
149742649943000,0.0,0.0,0.0
149742649944000,0.0,0.0,0.0
149742649945000,0.0,0.0,0.0
149742649946000,0.0,0.0,0.0
149742649947000,0.0,0.0,0.0
149742649948000,0.0,0.0,0.0
149742649949000,0.0,0.0,0.0
149742649950000,0.0,0.0,0.0
149742649951000,0.0,0.0,0.0
149742649952000,0.0,0.0,0.0
149742649953000,0.0,0.0,0.0
149742649954000,0.0,0.0,0.0
149742649955000,0.0,0.0,0.0
149742649956000,0.0,0.0,0.0
149742649957000,0.0,0.0,0.0
149742649958000,0.0,0.0,0.0
149742649959000,0.0,0.0,0.0
149742649960000,0.0,0.0,0.0
149742649961000,0.0,0.0,0.0
149742649962000,0.0,0.0,0.0
149742649963000,0.0,0.0,0.0
149742649964000,0.0,0.0,0.0
149742649965000,0.0,0.0,0.0
149742649966000,0.0,0.0,0.0
149742649967000,0.0,0.0,0.0
149742649968000,0.0,0.0,0.0
149742649969000,0.0,0.0,0.0
149742649970000,0.0,0.0,0.0
149742649971000,0.0,0.0,0.0
149742649972000,0.0,0.0,0.0
149742649973000,0.0,0.0,0.0
149742649974000,0.0,0.0,0.0
149742649975000,0.0,0.0,0.0
149742649976000,0.0,0.0,0.0
149742649977000,0.0,0.0,0.0
149742649978000,0.0,0.0,0.0
149742649979000,0.0,0.0,0.0
149742649980000,0.0,0.0,0.0
149742649981000,0.0,0.0,0.0
149742649982000,0.0,0.0,0.0
149742649983000,0.0,0.0,0.0
149742649984000,0.0,0.0,0.0
149742649985000,0.0,0.0,0.0
149742649986000,0.0,0.0,0.0
149742649987000,0.0,0.0,0.0
149742649988000,0.0,0.0,0.0
149742649989000,0.0,0.0,0.0
149742649990000,0.0,0.0,0.0
149742649991000,0.0,0.0,0.0
149742649992000,0.0,0.0,0.0
149742649993000,0.0,0.0,0.0
149742649994000,0.0,0.0,0.0
149742649995000,0.0,0.0,0.0
149742649996000,0.0,0.0,0.0
149742649997000,0.0,0.0,0.0
149742649998000,0.0,0.0,0.0
149742649999000,0.0,0.0,0.0
149742650000000,0.0,0.0,0.0
149742650001000,0.0,0.0,0.0
149742650002000,0.0,0.0,0.0
149742650003000,0.0,0.0,0.0
149742650004000,0.0,0.0,0.0
149742650005000,0.0,0.0,0.0
149742650006000,0.0,0.0,0.0
149742650007000,0.0,0.0,0.0
149742650008000,0.0,0.0,0.0
149742650009000,0.0,0.0,0.0
149742650010000,0.0,0.0,0.0
149742650011000,0.0,0.0,0.0
149742650012000,0.0,0.0,0.0
149742650013000,0.0,0.0,0.0
149742650014000,0.0,0.0,0.0
149742650015000,0.0,0.0,0.0
149742650016000,0.0,0.0,0.0
149742650017000,0.0,0.0,0.0
149742650018000,0.0,0.0,0.0
149742650019000,0.0,0.0,0.0
149742650020000,0.0,0.0,0.0
149742650021000,0.0,0.0,0.0
149742650022000,0.0,0.0,0.0
149742650023000,0.0,0.0,0.0
149742650024000,0.0,0.0,0.0
149742650025000,0.0,0.0,0.0
149742650026000,0.0,0.0,0.0
149742650027000,0.0,0.0,0.0
149742650028000,0.0,0.0,0.0
149742650029000,0.0,0.0,0.0
149742650030000,0.0,0.0,0.0
149742650031000,0.0,0.0,0.0
149742650032000,0.0,0.0,0.0
149742650033000,0.0,0.0,0.0
149742650034000,0.0,0.0,0.0
149742650035000,0.0,0.0,0.0
149742650036000,0.0,0.0,0.0
149742650037000,0.0,0.0,0.0
149742650038000,0.0,0.0,0.0
149742650039000,0.0,0.0,0.0
149742650040000,0.0,0.0,0.0
149742650041000,0.0,0.0,0.0
149742650042000,0.0,0.0,0.0
149742650043000,0.0,0.0,0.0
149742650044000,0.0,0.0,0.0
149742650045000,0.0,0.0,0.0
149742650046000,0.0,0.0,0.0
149742650047000,0.0,0.0,0.0
149742650048000,0.0,0.0,0.0
149742650049000,0.0,0.0,0.0
149742650050000,0.0,0.0,0.0
149742650051000,0.0,0.0,0.0
149742650052000,0.0,0.0,0.0
149742650053000,0.0,0.0,0.0
149742650054000,0.0,0.0,0.0
149742650055000,0.0,0.0,0.0
149742650056000,0.0,0.0,0.0
149742650057000,0.0,0.0,0.0
149742650058000,0.0,0.0,0.0
149742650059000,0.0,0.0,0.0
149742650060000,0.0,0.0,0.0
149742650061000,0.0,0.0,0.0
149742650062000,0.0,0.0,0.0
149742650063000,0.0,0.0,0.0
149742650064000,0.0,0.0,0.0
149742650065000,0.0,0.0,0.0
149742650066000,0.0,0.0,0.0
149742650067000,0.0,0.0,0.0
149742650068000,0.0,0.0,0.0
149742650069000,0.0,0.0,0.0
149742650070000,0.0,0.0,0.0
149742650071000,0.0,0.0,0.0
149742650072000,0.0,0.0,0.0
149742650073000,0.0,0.0,0.0
149742650074000,0.0,0.0,0.0
149742650075000,0.0,0.0,0.0
149742650076000,0.0,0.0,0.0
149742650077000,0.0,0.0,0.0
149742650078000,0.0,0.0,0.0
149742650079000,0.0,0.0,0.0
149742650080000,0.0,0.0,0.0
149742650081000,0.0,0.0,0.0
149742650082000,0.0,0.0,0.0
149742650083000,0.0,0.0,0.0
149742650084000,0.0,0.0,0.0
149742650085000,0.0,0.0,0.0
149742650086000,0.0,0.0,0.0
149742650087000,0.0,0.0,0.0
149742650088000,0.0,0.0,0.0
149742650089000,0.0,0.0,0.0
149742650090000,0.0,0.0,0.0
149742650091000,0.0,0.0,0.0
149742650092000,0.0,0.0,0.0
149742650093000,0.0,0.0,0.0
149742650094000,0.0,0.0,0.0
149742650095000,0.0,0.0,0.0
149742650096000,0.0,0.0,0.0
149742650097000,0.0,0.0,0.0
149742650098000,0.0,0.0,0.0
149742650099000,0.0,0.0,0.0
149742650100000,0.0,0.0,0.0
149742650101000,0.0,0.0,0.0
149742650102000,0.0,0.0,0.0
149742650103000,0.0,0.0,0.0
149742650104000,0.0,0.0,0.0
149742650105000,0.0,0.0,0.0
149742650106000,0.0,0.0,0.0
149742650107000,0.0,0.0,0.0
149742650108000,0.0,0.0,0.0
149742650109000,0.0,0.0,0.0
149742650110000,0.0,0.0,0.0
149742650111000,0.0,0.0,0.0
149742650112000,0.0,0.0,0.0
149742650113000,0.0,0.0,0.0
149742650114000,0.0,0.0,0.0
149742650115000,0.0,0.0,0.0
149742650116000,0.0,0.0,0.0
149742650117000,0.0,0.0,0.0
149742650118000,0.0,0.0,0.0
149742650119000,0.0,0.0,0.0
149742650120000,0.0,0.0,0.0
149742650121000,0.0,0.0,0.0
149742650122000,0.0,0.0,0.0
149742650123000,0.0,0.0,0.0
149742650124000,0.0,0.0,0.0
149742650125000,0.0,0.0,0.0
149742650126000,0.0,0.0,0.0
149742650127000,0.0,0.0,0.0
149742650128000,0.0,0.0,0.0
149742650129000,0.0,0.0,0.0
149742650130000,0.0,0.0,0.0
149742650131000,0.0,0.0,0.0
149742650132000,0.0,0.0,0.0
149742650133000,0.0,0.0,0.0
149742650134000,0.0,0.0,0.0
149742650135000,0.0,0.0,0.0
149742650136000,0.0,0.0,0.0
149742650137000,0.0,0.0,0.0
149742650138000,0.0,0.0,0.0
149742650139000,0.0,0.0,0.0
149742650140000,0.0,0.0,0.0
149742650141000,0.0,0.0,0.0
149742650142000,0.0,0.0,0.0
149742650143000,0.0,0.0,0.0
149742650144000,0.0,0.0,0.0
149742650145000,0.0,0.0,0.0
149742650146000,0.0,0.0,0.0
149742650147000,0.0,0.0,0.0
149742650148000,0.0,0.0,0.0
149742650149000,0.0,0.0,0.0
149742650150000,0.0,0.0,0.0
149742650151000,0.0,0.0,0.0
149742650152000,0.0,0.0,0.0
149742650153000,0.0,0.0,0.0
149742650154000,0.0,0.0,0.0
149742650155000,0.0,0.0,0.0
149742650156000,0.0,0.0,0.0
149742650157000,0.0,0.0,0.0
149742650158000,0.0,0.0,0.0
149742650159000,0.0,0.0,0.0
149742650160000,0.0,0.0,0.0
149742650161000,0.0,0.0,0.0
149742650162000,0.0,0.0,0.0
149742650163000,0.0,0.0,0.0
149742650164000,0.0,0.0,0.0
149742650165000,0.0,0.0,0.0
149742650166000,0.0,0.0,0.0
149742650167000,0.0,0.0,0.0
149742650168000,0.0,0.0,0.0
149742650169000,0.0,0.0,0.0
149742650170000,0.0,0.0,0.0
149742650171000,0.0,0.0,0.0
149742650172000,0.0,0.0,0.0
149742650173000,0.0,0.0,0.0
149742650174000,0.0,0.0,0.0
149742650175000,0.0,0.0,0.0
149742650176000,0.0,0.0,0.0
149742650177000,0.0,0.0,0.0
149742650178000,0.0,0.0,0.0
149742650179000,0.0,0.0,0.0
149742650180000,0.0,0.0,0.0
149742650181000,0.0,0.0,0.0
149742650182000,0.0,0.0,0.0
149742650183000,0.0,0.0,0.0
149742650184000,0.0,0.0,0.0
149742650185000,0.0,0.0,0.0
149742650186000,0.0,0.0,0.0
149742650187000,0.0,0.0,0.0
149742650188000,0.0,0.0,0.0
149742650189000,0.0,0.0,0.0
149742650190000,0.0,0.0,0.0
149742650191000,0.0,0.0,0.0
149742650192000,0.0,0.0,0.0
149742650193000,0.0,0.0,0.0
149742650194000,0.0,0.0,0.0
149742650195000,0.0,0.0,0.0
149742650196000,0.0,0.0,0.0
149742650197000,0.0,0.0,0.0
149742650198000,0.0,0.0,0.0
149742650199000,0.0,0.0,0.0
149742650200000,0.0,0.0,0.0
149742650201000,0.0,0.0,0.0
149742650202000,0.0,0.0,0.0
149742650203000,0.0,0.0,0.0
149742650204000,0.0,0.0,0.0
149742650205000,0.0,0.0,0.0
149742650206000,0.0,0.0,0.0
149742650207000,0.0,0.0,0.0
149742650208000,0.0,0.0,0.0
149742650209000,0.0,0.0,0.0
149742650210000,0.0,0.0,0.0
149742650211000,0.0,0.0,0.0
149742650212000,0.0,0.0,0.0
149742650213000,0.0,0.0,0.0
149742650214000,0.0,0.0,0.0
149742650215000,0.0,0.0,0.0
149742650216000,0.0,0.0,0.0
149742650217000,0.0,0.0,0.0
149742650218000,0.0,0.0,0.0
149742650219000,0.0,0.0,0.0
149742650220000,0.0,0.0,0.0
149742650221000,0.0,0.0,0.0
149742650222000,0.0,0.0,0.0
149742650223000,0.0,0.0,0.0
149742650224000,0.0,0.0,0.0
149742650225000,0.0,0.0,0.0
149742650226000,0.0,0.0,0.0
149742650227000,0.0,0.0,0.0
149742650228000,0.0,0.0,0.0
149742650229000,0.0,0.0,0.0
149742650230000,0.0,0.0,0.0
149742650231000,0.0,0.0,0.0
149742650232000,0.0,0.0,0.0
149742650233000,0.0,0.0,0.0
149742650234000,0.0,0.0,0.0
149742650235000,0.0,0.0,0.0
149742650236000,0.0,0.0,0.0
149742650237000,0.0,0.0,0.0
149742650238000,0.0,0.0,0.0
149742650239000,0.0,0.0,0.0
149742650240000,0.0,0.0,0.0
149742650241000,0.0,0.0,0.0
149742650242000,0.0,0.0,0.0
149742650243000,0.0,0.0,0.0
149742650244000,0.0,0.0,0.0
149742650245000,0.0,0.0,0.0
149742650246000,0.0,0.0,0.0
149742650247000,0.0,0.0,0.0
149742650248000,0.0,0.0,0.0
149742650249000,0.0,0.0,0.0
149742650250000,0.0,0.0,0.0
149742650251000,0.0,0.0,0.0
149742650252000,0.0,0.0,0.0
149742650253000,0.0,0.0,0.0
149742650254000,0.0,0.0,0.0
149742650255000,0.0,0.0,0.0
149742650256000,0.0,0.0,0.0
149742650257000,0.0,0.0,0.0
149742650258000,0.0,0.0,0.0
149742650259000,0.0,0.0,0.0
149742650260000,0.0,0.0,0.0
149742650261000,0.0,0.0,0.0
149742650262000,0.0,0.0,0.0
149742650263000,0.0,0.0,0.0
149742650264000,0.0,0.0,0.0
149742650265000,0.0,0.0,0.0
149742650266000,0.0,0.0,0.0
149742650267000,0.0,0.0,0.0
149742650268000,0.0,0.0,0.0
149742650269000,0.0,0.0,0.0
149742650270000,0.0,0.0,0.0
149742650271000,0.0,0.0,0.0
149742650272000,0.0,0.0,0.0
149742650273000,0.0,0.0,0.0
149742650274000,0.0,0.0,0.0
149742650275000,0.0,0.0,0.0
